Model Name,Color,Storage,SKU Code,Product Price,Original Price,Financing Option,Badge,Offers,Product Rating,Number of Ratings,Stock Status,Product URL
"55"" Crystal UHD U8000H 4K Samsung Vision AI Smart TV (2026)",Default,"50""",UN50U8000HFXZC,$449.99,$549.99,From $20.76/mo for 24 mos,None,Save $150.00,4.5,786,In Stock,https://www.samsung.com/ca/tvs/uhd-4k-tv/u8000h-50-inch-crystal-uhd-4k-smart-tv-un50u8000hfxzc/
"55"" Crystal UHD U8000H 4K Samsung Vision AI Smart TV (2026)",Default,"43""",UN43U8000HFXZC,$399.99,$449.99,From $18.45/mo for 24 mos,None,Save $150.00,4.5,786,In Stock,https://www.samsung.com/ca/tvs/uhd-4k-tv/u8000h-43-inch-crystal-uhd-4k-smart-tv-un43u8000hfxzc/
"75"" Neo QLED QN80H 4K Samsung Vision AI Smart TV (2026)",Default,"100""",QN100QN80HFXZC,"$6,499.99","$6,999.99",From $209.69/mo for 36 mos,None,Save $600.00,4.8,292,In Stock,https://www.samsung.com/ca/tvs/qled-tv/100qn80h-100-inch-neo-qled-4k-mini-led-smart-tv-qn100qn80hfxzc/
"75"" Neo QLED QN80H 4K Samsung Vision AI Smart TV (2026)",Default,"85""",QN85QN80HAFXZC,"$2,899.99","$3,499.99",From $93.55/mo for 36 mos,None,Save $600.00,4.8,292,In Stock,https://www.samsung.com/ca/tvs/qled-tv/qn80h-85-inch-neo-qled-4k-mini-led-smart-tv-qn85qn80hafxzc/
"75"" Neo QLED QN80H 4K Samsung Vision AI Smart TV (2026)",Default,"75""",QN75QN80HAFXZC,"$1,899.99","$2,499.99",From $61.29/mo for 36 mos,None,Save $600.00,4.8,292,In Stock,https://www.samsung.com/ca/tvs/qled-tv/qn80h-75-inch-neo-qled-4k-mini-led-smart-tv-qn75qn80hafxzc/
"75"" Neo QLED QN80H 4K Samsung Vision AI Smart TV (2026)",Default,"65""",QN65QN80HAFXZC,"$1,299.99","$1,799.99",From $41.94/mo for 36 mos,None,Save $600.00,4.8,292,In Stock,https://www.samsung.com/ca/tvs/qled-tv/qn80h-65-inch-neo-qled-4k-mini-led-smart-tv-qn65qn80hafxzc/
"75"" Neo QLED QN80H 4K Samsung Vision AI Smart TV (2026)",Default,"55""",QN55QN80HAFXZC,"$1,099.99","$1,399.99",From $35.49/mo for 36 mos,None,Save $600.00,4.8,292,In Stock,https://www.samsung.com/ca/tvs/qled-tv/qn80h-55-inch-neo-qled-4k-mini-led-smart-tv-qn55qn80hafxzc/
"77"" OLED S92H 4K Samsung Vision AI Smart TV (2026)",Default,"77""",QN77S92HAEXZC,"$3,399.99","$4,599.99",From $141.67/mo for 24 mos,OLED TV Savings Ev...,"Save $1,200.00",4.9,73,In Stock,https://www.samsung.com/ca/tvs/oled-tv/s90h-77-inch-4k-smart-tv-qn77s92haexzc/
"77"" OLED S92H 4K Samsung Vision AI Smart TV (2026)",Default,"65""",QN65S92HAEXZC,"$2,299.99","$3,099.99",From $95.83/mo for 24 mos,OLED TV Savings Ev...,"Save $1,200.00",4.9,73,In Stock,https://www.samsung.com/ca/tvs/oled-tv/s90h-65-inch-4k-smart-tv-qn65s92haexzc/
"77"" OLED S92H 4K Samsung Vision AI Smart TV (2026)",Default,"55""",QN55S92HAEXZC,"$1,799.99","$2,399.99",From $75.00/mo for 24 mos,OLED TV Savings Ev...,"Save $1,200.00",4.9,73,In Stock,https://www.samsung.com/ca/tvs/oled-tv/s90h-55-inch-4k-smart-tv-qn55s92haexzc/
"100"" Mini LED M90H 4K Samsung Vision AI Smart TV (2026)",Default,"100""",UN100M90HFXZC,"$2,999.99","$3,499.99",From $96.78/mo for 36 mos,New,Save $500.00,Not Rated,0,In Stock,https://www.samsung.com/ca/tvs/mini-led-tv/m90h-100-inch-4k-smart-tv-un100m90hfxzc/
"55"" QLED Q7F 4K Vision AI Smart TV",Default,"98""",QN98Q7FAAFXZC,Not Available,Not Available,Not Applicable,None,None,4.6,4953,In Stock,https://www.samsung.com/ca/tvs/qled-tv/q7f-98-inch-qled-4k-vision-ai-smart-tv-qn98q7faafxzc/
"55"" QLED Q7F 4K Vision AI Smart TV",Default,"85""",QN85Q7FAAFXZC,Not Available,Not Available,Not Applicable,None,None,4.6,4953,In Stock,https://www.samsung.com/ca/tvs/qled-tv/q7f-85-inch-qled-4k-vision-ai-smart-tv-qn85q7faafxzc/
"55"" QLED Q7F 4K Vision AI Smart TV",Default,"55""",QN55Q7FAAFXZC,$749.99,Not Available,From $24.19/mo for 36 mos,None,None,4.6,4953,In Stock,https://www.samsung.com/ca/tvs/qled-tv/q7f-55-inch-qled-4k-vision-ai-smart-tv-qn55q7faafxzc/
"55"" QLED Q7F 4K Vision AI Smart TV",Default,"50""",QN50Q7FAAFXZC,Not Available,Not Available,Not Applicable,None,None,4.6,4953,In Stock,https://www.samsung.com/ca/tvs/qled-tv/q7f-50-inch-qled-4k-vision-ai-smart-tv-qn50q7faafxzc/
"55"" QLED Q7F 4K Vision AI Smart TV",Default,"43""",QN43Q7FAAFXZC,Not Available,Not Available,Not Applicable,None,None,4.6,4953,In Stock,https://www.samsung.com/ca/tvs/qled-tv/q7f-43-inch-qled-4k-vision-ai-smart-tv-qn43q7faafxzc/
